id_author_1,id_author_2,CommonNeighbor,AdamicAdar,JaccardCoefficient,PreferentialAttachment,ResourceAllocation,ShortestPath,CommonCountry,Label
1829884,1836497,1,0.417032391,0.076923077,45,0.090909091,0.5,2,0
1829884,1844447,1,0.417032391,0.1,18,0.090909091,0.5,2,0
1829884,1870085,3,1.082021281,0.130434783,153,0.1875,0.5,4,0
1829892,1847214,2,0.889414095,0.2,36,0.211111111,0.5,3,0
1829892,1848886,2,0.992405108,0.333333333,12,0.266666667,0.5,3,0
1829892,1870862,3,1.447524722,0.272727273,48,0.377777778,0.5,4,0
1829892,1871613,3,1.447524722,0.428571429,24,0.377777778,0.5,4,0
1829944,1832916,2,1.202245867,0.666666667,6,0.375,0.5,0,0
1829944,1851468,1,0.480898347,0.166666667,12,0.125,0.5,0,0
1829954,1830602,1,0.513898342,0.125,18,0.142857143,0.5,0,0
1829954,1871063,1,0.513898342,0.166666667,12,0.142857143,0.5,0,0
1829967,1832698,1,0.306927676,0.034482759,56,0.038461538,0.5,2,0
1829967,1833368,1,0.558110627,0.033333333,84,0.166666667,0.5,2,0
1829967,1833705,0,0,0,75,0,0,2,1
1829967,1837230,1,0.402429604,0.026315789,308,0.083333333,0.5,3,0
1829967,1837428,2,0.685850858,0.066666667,112,0.10989011,0.5,3,0
1829967,1843448,1,0.306927676,0.027027027,280,0.038461538,0.5,2,0
1829967,1844258,1,0.306927676,0.027027027,280,0.038461538,0.5,0,0
1829967,1855859,1,0.558110627,0.033333333,84,0.166666667,0.5,0,0
1829967,1859785,1,0.402429604,0.026315789,308,0.083333333,0.5,2,0
1829967,1860636,1,0.402429604,0.03030303,168,0.083333333,0.5,3,0
1829967,1860760,1,0.306927676,0.023255814,448,0.038461538,0.5,2,0
1829988,1856278,1,0.621334935,0.25,4,0.2,0.5,2,0
1830019,1830022,2,1.820478453,0.5,9,0.666666667,1,6,1
1830019,1848406,2,1.072008969,0.2,32,0.30952381,0.5,6,0
1830065,1831549,1,0.434294482,0.055555556,70,0.1,0.5,0,0
1830065,1833451,2,1.055629416,0.125,56,0.3,0.5,0,0
1830065,1845759,1,0.369269373,0.055555556,70,0.066666667,0.5,0,0
1830065,1846144,1,0.480898347,0.0625,42,0.125,0.5,0,0
1830065,1851906,0,0,0,27,0,0,0,1
1830065,1853497,1,0.369269373,0.0625,42,0.066666667,0.5,0,0
1830065,1858255,1,0.369269373,0.047619048,112,0.066666667,0.5,0,0
1830065,1868837,1,0.434294482,0.055555556,70,0.1,0.5,1,0
1830085,1831534,1,0.378923182,0.0625,70,0.071428571,0.5,2,0
1830085,1831854,1,0.378923182,0.090909091,35,0.071428571,0.5,1,0
1830085,1845759,1,0.369269373,0.090909091,35,0.066666667,0.5,0,0
1830085,1851906,1,0.378923182,0.071428571,56,0.071428571,0.5,1,0
1830085,1853497,1,0.369269373,0.111111111,21,0.066666667,0.5,2,0
